ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
4/32648934,Haematopus ostralegus,Haematopus finschi,South Island Oystercatcher,84.89,Haematopus ostralegus,Eurasian Oystercatcher,5.64,Haematopus palliatus,American Oystercatcher,3.46,Haematopus unicolor,Variable Oystercatcher,1.45,Haematopus bachmani,Black Oystercatcher,0.52
5/31458025,Himantopus himantopus,Himantopus mexicanus,Black necked Stilt,56.64,Himantopus himantopus,Black winged Stilt,21.08,Himantopus leucocephalus,Pied Stilt,13.66,Recurvirostra avosetta,Pied Avocet,0.55,Recurvirostra americana,American Avocet,0.53
0/30906530,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,89.92,Himantopus mexicanus,Black necked Stilt,3.71,Himantopus leucocephalus,Pied Stilt,3.0,Recurvirostra americana,American Avocet,0.25,Tringa flavipes,Lesser Yellowlegs,0.13
2/30801622,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,90.05,Himantopus mexicanus,Black necked Stilt,3.44,Himantopus leucocephalus,Pied Stilt,1.72,Recurvirostra americana,American Avocet,0.58,Recurvirostra avosetta,Pied Avocet,0.28
6/30785226,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,95.1,Himantopus mexicanus,Black necked Stilt,1.83,Himantopus leucocephalus,Pied Stilt,0.75,Recurvirostra americana,American Avocet,0.2,Tringa flavipes,Lesser Yellowlegs,0.11
5/30785225,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,95.69,Himantopus mexicanus,Black necked Stilt,1.65,Himantopus leucocephalus,Pied Stilt,0.75,Recurvirostra americana,American Avocet,0.1,Phoenicopterus roseus,Greater Flamingo,0.07
4/30944504,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,41.51,Himantopus mexicanus,Black necked Stilt,23.94,Himantopus leucocephalus,Pied Stilt,13.91,Recurvirostra americana,American Avocet,1.56,Rynchops niger,Black Skimmer,0.63
0/30776740,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,70.89,Himantopus mexicanus,Black necked Stilt,11.91,Himantopus leucocephalus,Pied Stilt,8.2,Tringa totanus,Common Redshank,0.58,Tringa melanoleuca,Greater Yellowlegs,0.57
0/30776030,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,69.39,Himantopus mexicanus,Black necked Stilt,13.35,Himantopus leucocephalus,Pied Stilt,8.85,Rynchops niger,Black Skimmer,0.59,Tringa melanoleuca,Greater Yellowlegs,0.52
2/30756942,Himantopus himantopus,Himantopus mexicanus,Black necked Stilt,12.31,Calidris pugnax,Ruff,6.61,Anas clypeata, ,4.3,Himantopus himantopus,Black winged Stilt,4.1,Anas platyrhynchos,Mallard,3.29
1/30756941,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,70.43,Himantopus mexicanus,Black necked Stilt,8.75,Himantopus leucocephalus,Pied Stilt,8.15,Rynchops niger,Black Skimmer,1.15,Tringa totanus,Common Redshank,0.81
7/30737227,Himantopus himantopus,Himantopus leucocephalus,Pied Stilt,33.19,Himantopus mexicanus,Black necked Stilt,27.71,Himantopus himantopus,Black winged Stilt,25.76,Recurvirostra americana,American Avocet,3.99,Recurvirostra avosetta,Pied Avocet,0.74
6/30644316,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,82.22,Himantopus mexicanus,Black necked Stilt,6.8,Himantopus leucocephalus,Pied Stilt,4.82,Recurvirostra americana,American Avocet,0.52,Tringa melanoleuca,Greater Yellowlegs,0.37
6/30631536,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,94.93,Himantopus leucocephalus,Pied Stilt,2.35,Himantopus mexicanus,Black necked Stilt,1.57,Recurvirostra americana,American Avocet,0.05,Phoenicopterus roseus,Greater Flamingo,0.02
6/30600276,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,80.18,Himantopus mexicanus,Black necked Stilt,12.9,Himantopus leucocephalus,Pied Stilt,2.6,Recurvirostra americana,American Avocet,0.4,Recurvirostra avosetta,Pied Avocet,0.29
1/30937211,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,65.42,Himantopus leucocephalus,Pied Stilt,11.5,Himantopus mexicanus,Black necked Stilt,8.64,Eudocimus albus,White Ibis,0.93,Platalea alba,African Spoonbill,0.8
6/30565566,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,83.32,Himantopus mexicanus,Black necked Stilt,4.76,Himantopus leucocephalus,Pied Stilt,4.2,Tringa melanoleuca,Greater Yellowlegs,0.68,Tringa flavipes,Lesser Yellowlegs,0.3
6/30461636,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,80.11,Himantopus leucocephalus,Pied Stilt,9.82,Himantopus mexicanus,Black necked Stilt,6.08,Recurvirostra americana,American Avocet,0.69,Tringa melanoleuca,Greater Yellowlegs,0.51
3/30461313,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,44.43,Himantopus mexicanus,Black necked Stilt,26.95,Himantopus leucocephalus,Pied Stilt,17.32,Tringa melanoleuca,Greater Yellowlegs,1.02,Rynchops niger,Black Skimmer,0.98
2/30461312,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,90.53,Himantopus mexicanus,Black necked Stilt,3.13,Himantopus leucocephalus,Pied Stilt,2.98,Tringa melanoleuca,Greater Yellowlegs,0.27,Recurvirostra americana,American Avocet,0.21
1/30461311,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,86.97,Himantopus leucocephalus,Pied Stilt,4.94,Himantopus mexicanus,Black necked Stilt,4.3,Recurvirostra americana,American Avocet,0.24,Tringa melanoleuca,Greater Yellowlegs,0.21
8/30450378,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,57.67,Himantopus mexicanus,Black necked Stilt,23.66,Himantopus leucocephalus,Pied Stilt,4.13,Tringa melanoleuca,Greater Yellowlegs,2.3,Tringa flavipes,Lesser Yellowlegs,1.31
8/30398218,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,89.25,Himantopus leucocephalus,Pied Stilt,6.07,Himantopus mexicanus,Black necked Stilt,2.22,Tringa flavipes,Lesser Yellowlegs,0.1,Recurvirostra americana,American Avocet,0.09
9/30397979,Himantopus himantopus,Himantopus himantopus,Black winged Stilt,70.0,Himantopus mexicanus,Black necked Stilt,18.34,Himantopus leucocephalus,Pied Stilt,4.75,Tringa melanoleuca,Greater Yellowlegs,0.91,Tringa nebularia,Common Greenshank,0.41
7/30371567,Himantopus himantopus,Platalea ajaja,Roseate Spoonbill,9.78,Himantopus himantopus,Black winged Stilt,8.49,Platalea leucorodia,Eurasian Spoonbill,6.5,Himantopus mexicanus,Black necked Stilt,5.16,Ardea alba,Great Egret,4.79
8/32661578,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,16.32,Recurvirostra americana,American Avocet,15.9,Himantopus himantopus,Black winged Stilt,10.54,Egretta thula,Snowy Egret,5.05,Himantopus mexicanus,Black necked Stilt,4.98
2/32641172,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,86.2,Recurvirostra americana,American Avocet,7.98,Himantopus mexicanus,Black necked Stilt,1.16,Himantopus himantopus,Black winged Stilt,0.69,Himantopus leucocephalus,Pied Stilt,0.25
0/32641170,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,74.88,Recurvirostra americana,American Avocet,17.31,Himantopus mexicanus,Black necked Stilt,0.73,Himantopus himantopus,Black winged Stilt,0.24,Himantopus leucocephalus,Pied Stilt,0.17
2/32647952,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,68.03,Recurvirostra americana,American Avocet,18.08,Tadorna tadorna,Common Shelduck,1.58,Phoenicopterus ruber,American Flamingo,0.77,Himantopus himantopus,Black winged Stilt,0.48
2/32637272,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,58.59,Recurvirostra americana,American Avocet,2.96,Himantopus himantopus,Black winged Stilt,2.11,Tadorna tadorna,Common Shelduck,1.61,Thalasseus sandvicensis,Sandwich Tern,1.54
3/32630733,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,81.29,Recurvirostra americana,American Avocet,14.39,Himantopus himantopus,Black winged Stilt,0.24,Himantopus mexicanus,Black necked Stilt,0.14,Clangula hyemalis,Long tailed Duck,0.09
7/32620217,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,90.87,Recurvirostra americana,American Avocet,4.25,Himantopus mexicanus,Black necked Stilt,0.52,Himantopus himantopus,Black winged Stilt,0.36,Himantopus leucocephalus,Pied Stilt,0.28
9/32619729,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,91.36,Recurvirostra americana,American Avocet,1.9,Himantopus himantopus,Black winged Stilt,0.96,Himantopus mexicanus,Black necked Stilt,0.86,Himantopus leucocephalus,Pied Stilt,0.16
1/32611061,Recurvirostra avosetta,Grus americana,Whooping Crane,24.27,Thalasseus sandvicensis,Sandwich Tern,13.61,Morus bassanus,Northern Gannet,11.47,Thalasseus elegans,Elegant Tern,3.46,Hydroprogne caspia,Caspian Tern,3.2
8/32596478,Recurvirostra avosetta,Rynchops niger,Black Skimmer,9.18,Anas penelope, ,5.07,Aythya americana,Redhead,4.67,Tadorna tadorna,Common Shelduck,3.46,Anser albifrons,Greater White fronted Goose,3.15
2/32587392,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,89.2,Himantopus himantopus,Black winged Stilt,2.56,Recurvirostra americana,American Avocet,1.9,Himantopus mexicanus,Black necked Stilt,0.88,Himantopus leucocephalus,Pied Stilt,0.36
1/32587391,Recurvirostra avosetta,Numenius arquata,Eurasian Curlew,25.09,Recurvirostra avosetta,Pied Avocet,13.19,Numenius phaeopus,Whimbrel,9.61,Numenius americanus,Long billed Curlew,7.24,Recurvirostra americana,American Avocet,5.16
4/32587254,Recurvirostra avosetta,Aythya americana,Redhead,31.04,Aythya valisineria,Canvasback,8.2,Mergus merganser,Common Merganser,5.62,Oxyura jamaicensis,Ruddy Duck,4.57,Fulica americana,American Coot,3.44
1/32587221,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,89.53,Recurvirostra americana,American Avocet,7.6,Himantopus mexicanus,Black necked Stilt,0.08,Himantopus himantopus,Black winged Stilt,0.06,Numenius americanus,Long billed Curlew,0.04
9/32584879,Recurvirostra avosetta,Larus delawarensis,Ring billed Gull,17.71,Leucophaeus pipixcan,Franklin's Gull,9.55,Chroicocephalus ridibundus,Black headed Gull,7.14,Chroicocephalus novaehollandiae,Silver Gull,5.92,Larus argentatus,Herring Gull,4.81
2/32649682,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,41.09,Recurvirostra americana,American Avocet,25.17,Himantopus mexicanus,Black necked Stilt,6.64,Himantopus leucocephalus,Pied Stilt,2.58,Tringa nebularia,Common Greenshank,2.37
8/32562398,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,86.15,Recurvirostra americana,American Avocet,5.73,Himantopus himantopus,Black winged Stilt,0.45,Himantopus leucocephalus,Pied Stilt,0.41,Vanellus armatus,Blacksmith Lapwing,0.24
7/32559697,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,95.38,Recurvirostra americana,American Avocet,1.97,Himantopus himantopus,Black winged Stilt,0.27,Himantopus mexicanus,Black necked Stilt,0.24,Tadorna tadorna,Common Shelduck,0.05
0/32539220,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,85.06,Recurvirostra americana,American Avocet,5.37,Himantopus himantopus,Black winged Stilt,1.8,Himantopus mexicanus,Black necked Stilt,1.32,Himantopus leucocephalus,Pied Stilt,0.63
5/32538595,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,94.92,Recurvirostra americana,American Avocet,3.62,Himantopus himantopus,Black winged Stilt,0.12,Himantopus mexicanus,Black necked Stilt,0.1,Tadorna tadorna,Common Shelduck,0.05
0/32528660,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,50.3,Recurvirostra americana,American Avocet,23.52,Tadorna tadorna,Common Shelduck,6.41,Himantopus himantopus,Black winged Stilt,2.3,Himantopus mexicanus,Black necked Stilt,2.04
6/32495846,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,91.52,Recurvirostra americana,American Avocet,2.94,Himantopus himantopus,Black winged Stilt,0.53,Himantopus mexicanus,Black necked Stilt,0.41,Himantopus leucocephalus,Pied Stilt,0.12
3/32503003,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,88.28,Recurvirostra americana,American Avocet,3.61,Aechmophorus occidentalis,Western Grebe,0.4,Xema sabini,Sabine's Gull,0.39,Phalaropus lobatus,Red necked Phalarope,0.35
8/32486388,Recurvirostra avosetta,Recurvirostra avosetta,Pied Avocet,75.5,Recurvirostra americana,American Avocet,7.7,Aechmophorus occidentalis,Western Grebe,0.81,Himantopus himantopus,Black winged Stilt,0.62,Aechmophorus clarkii,Clark's Grebe,0.45
3/32519223,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,33.3,Charadrius hiaticula,Common Ringed Plover,23.71,Charadrius wilsonia,Wilson's Plover,12.28,Charadrius dubius,Little Ringed Plover,9.95,Charadrius melodus,Piping Plover,5.17
2/32519222,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,24.1,Charadrius wilsonia,Wilson's Plover,19.07,Charadrius dubius,Little Ringed Plover,15.15,Charadrius hiaticula,Common Ringed Plover,14.19,Charadrius melodus,Piping Plover,7.72
7/32493897,Charadrius dubius,Charadrius dubius,Little Ringed Plover,33.63,Charadrius vociferus,Killdeer,32.09,Charadrius wilsonia,Wilson's Plover,14.4,Charadrius semipalmatus,Semipalmated Plover,4.49,Charadrius melodus,Piping Plover,3.85
4/32493894,Charadrius dubius,Charadrius vociferus,Killdeer,79.93,Charadrius wilsonia,Wilson's Plover,5.27,Charadrius dubius,Little Ringed Plover,5.01,Charadrius semipalmatus,Semipalmated Plover,3.66,Charadrius montanus,Mountain Plover,1.65
2/32493892,Charadrius dubius,Charadrius dubius,Little Ringed Plover,55.88,Charadrius vociferus,Killdeer,21.4,Charadrius semipalmatus,Semipalmated Plover,4.29,Charadrius wilsonia,Wilson's Plover,4.01,Charadrius nivosus,Snowy Plover,3.6
4/32477154,Charadrius dubius,Charadrius dubius,Little Ringed Plover,49.92,Charadrius wilsonia,Wilson's Plover,11.86,Charadrius vociferus,Killdeer,8.15,Charadrius hiaticula,Common Ringed Plover,5.88,Charadrius montanus,Mountain Plover,5.14
4/32451524,Charadrius dubius,Charadrius vociferus,Killdeer,20.02,Charadrius semipalmatus,Semipalmated Plover,18.65,Charadrius wilsonia,Wilson's Plover,14.69,Charadrius melodus,Piping Plover,7.82,Charadrius montanus,Mountain Plover,6.31
9/32451269,Charadrius dubius,Charadrius vociferus,Killdeer,35.17,Charadrius semipalmatus,Semipalmated Plover,15.31,Charadrius dubius,Little Ringed Plover,12.85,Charadrius wilsonia,Wilson's Plover,8.0,Charadrius hiaticula,Common Ringed Plover,7.07
7/32444717,Charadrius dubius,Charadrius wilsonia,Wilson's Plover,51.06,Charadrius semipalmatus,Semipalmated Plover,11.66,Charadrius vociferus,Killdeer,10.72,Charadrius hiaticula,Common Ringed Plover,8.03,Charadrius dubius,Little Ringed Plover,7.14
4/32524874,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,34.11,Charadrius vociferus,Killdeer,21.4,Charadrius dubius,Little Ringed Plover,11.87,Charadrius hiaticula,Common Ringed Plover,10.25,Charadrius montanus,Mountain Plover,6.89
3/32524403,Charadrius dubius,Charadrius vociferus,Killdeer,42.74,Charadrius semipalmatus,Semipalmated Plover,18.62,Charadrius wilsonia,Wilson's Plover,7.13,Charadrius dubius,Little Ringed Plover,5.44,Charadrius montanus,Mountain Plover,4.94
8/32441458,Charadrius dubius,Charadrius hiaticula,Common Ringed Plover,6.09,Anas querquedula,garganey,5.67,Pluvialis dominica,American Golden Plover,4.93,Calamospiza melanocorys,Lark Bunting,3.36,Passerculus sandwichensis,Savannah Sparrow,2.18
8/32434848,Charadrius dubius,Charadrius dubius,Little Ringed Plover,24.88,Charadrius montanus,Mountain Plover,17.14,Charadrius vociferus,Killdeer,11.81,Charadrius wilsonia,Wilson's Plover,8.08,Eremophila alpestris,Horned Lark,6.98
3/32429553,Charadrius dubius,Charadrius dubius,Little Ringed Plover,46.47,Charadrius semipalmatus,Semipalmated Plover,14.44,Charadrius melodus,Piping Plover,11.36,Charadrius vociferus,Killdeer,10.76,Charadrius nivosus,Snowy Plover,2.71
6/32418856,Charadrius dubius,Charadrius melodus,Piping Plover,31.51,Charadrius semipalmatus,Semipalmated Plover,25.05,Charadrius wilsonia,Wilson's Plover,11.75,Charadrius dubius,Little Ringed Plover,10.62,Charadrius hiaticula,Common Ringed Plover,3.75
3/32385443,Charadrius dubius,Charadrius dubius,Little Ringed Plover,37.73,Charadrius vociferus,Killdeer,15.4,Charadrius melodus,Piping Plover,9.35,Charadrius nivosus,Snowy Plover,7.62,Charadrius semipalmatus,Semipalmated Plover,7.19
6/32269686,Charadrius dubius,Charadrius dubius,Little Ringed Plover,51.7,Charadrius vociferus,Killdeer,14.78,Charadrius hiaticula,Common Ringed Plover,6.62,Charadrius montanus,Mountain Plover,2.54,Charadrius melodus,Piping Plover,1.98
5/32218475,Charadrius dubius,Charadrius wilsonia,Wilson's Plover,23.74,Charadrius dubius,Little Ringed Plover,16.21,Charadrius montanus,Mountain Plover,11.58,Charadrius vociferus,Killdeer,10.7,Charadrius hiaticula,Common Ringed Plover,8.89
1/32140461,Charadrius dubius,Charadrius dubius,Little Ringed Plover,22.83,Charadrius vociferus,Killdeer,18.87,Charadrius semipalmatus,Semipalmated Plover,14.59,Charadrius hiaticula,Common Ringed Plover,8.32,Charadrius wilsonia,Wilson's Plover,5.4
4/32155544,Charadrius dubius,Charadrius vociferus,Killdeer,38.93,Charadrius nivosus,Snowy Plover,15.95,Charadrius dubius,Little Ringed Plover,10.37,Charadrius semipalmatus,Semipalmated Plover,7.91,Charadrius montanus,Mountain Plover,5.66
8/32133468,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,42.34,Charadrius hiaticula,Common Ringed Plover,19.16,Charadrius dubius,Little Ringed Plover,14.64,Charadrius wilsonia,Wilson's Plover,7.77,Charadrius melodus,Piping Plover,4.03
7/32133467,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,39.73,Charadrius hiaticula,Common Ringed Plover,21.92,Charadrius dubius,Little Ringed Plover,9.17,Charadrius wilsonia,Wilson's Plover,8.78,Charadrius melodus,Piping Plover,4.9
6/32133466,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,28.56,Charadrius vociferus,Killdeer,18.8,Charadrius dubius,Little Ringed Plover,6.61,Charadrius hiaticula,Common Ringed Plover,6.43,Calidris minutilla,Least Sandpiper,6.03
5/32133465,Charadrius dubius,Charadrius semipalmatus,Semipalmated Plover,36.58,Charadrius wilsonia,Wilson's Plover,13.81,Charadrius vociferus,Killdeer,12.09,Charadrius hiaticula,Common Ringed Plover,10.36,Charadrius dubius,Little Ringed Plover,8.68
6/32675776,Charadrius hiaticula,Limosa haemastica,Hudsonian Godwit,14.42,Limosa lapponica,Bar tailed Godwit,9.56,Gallinago delicata,Wilson's Snipe,7.16,Numenius americanus,Long billed Curlew,5.92,Limnodromus griseus,Short billed Dowitcher,5.41
8/32596448,Charadrius hiaticula,Arenaria interpres,Ruddy Turnstone,14.61,Haematopus palliatus,American Oystercatcher,14.37,Arenaria melanocephala,Black Turnstone,12.05,Calidris alpina,Dunlin,8.99,Charadrius hiaticula,Common Ringed Plover,5.83
0/32556860,Charadrius hiaticula,Calidris melanotos,Pectoral Sandpiper,22.56,Numenius arquata,Eurasian Curlew,14.64,Numenius phaeopus,Whimbrel,6.96,Calidris himantopus,Stilt Sandpiper,6.42,Charadrius hiaticula,Common Ringed Plover,2.8
6/32528096,Charadrius hiaticula,Charadrius hiaticula,Common Ringed Plover,66.69,Charadrius semipalmatus,Semipalmated Plover,21.43,Charadrius vociferus,Killdeer,2.38,Charadrius melodus,Piping Plover,1.15,Charadrius dubius,Little Ringed Plover,0.88
8/32597398,Charadrius hiaticula,Charadrius semipalmatus,Semipalmated Plover,91.66,Charadrius hiaticula,Common Ringed Plover,4.77,Charadrius melodus,Piping Plover,0.82,Charadrius nivosus,Snowy Plover,0.35,Charadrius dubius,Little Ringed Plover,0.33
8/32500548,Charadrius hiaticula,Charadrius semipalmatus,Semipalmated Plover,92.84,Charadrius hiaticula,Common Ringed Plover,0.68,Calidris minutilla,Least Sandpiper,0.61,Calidris mauri,Western Sandpiper,0.44,Calidris pusilla,Semipalmated Sandpiper,0.33
7/32500547,Charadrius hiaticula,Charadrius semipalmatus,Semipalmated Plover,88.41,Charadrius hiaticula,Common Ringed Plover,5.19,Charadrius melodus,Piping Plover,0.66,Charadrius vociferus,Killdeer,0.47,Charadrius dubius,Little Ringed Plover,0.3
9/32500529,Charadrius hiaticula,Charadrius semipalmatus,Semipalmated Plover,69.19,Charadrius hiaticula,Common Ringed Plover,18.72,Charadrius dubius,Little Ringed Plover,2.19,Charadrius melodus,Piping Plover,2.0,Charadrius nivosus,Snowy Plover,0.88
8/32484038,Charadrius hiaticula,Charadrius semipalmatus,Semipalmated Plover,75.6,Charadrius hiaticula,Common Ringed Plover,12.51,Charadrius melodus,Piping Plover,2.37,Charadrius dubius,Little Ringed Plover,1.04,Charadrius nivosus,Snowy Plover,0.6
